date,index,8 Open_Interest_All,9 Prod_Merc_Positions_Long_All,10 Prod_Merc_Positions_Short_All,11 Swap_Positions_Long_All,12 Swap__Positions_Short_All,14 M_Money_Positions_Long_All,15 M_Money_Positions_Short_All,56 56 Change_in_Open_Interest_All,57 57 Change_in_Prod_Merc_Long_All,58 58 Change_in_Prod_Merc_Short_All,59 59 Change_in_Swap_Long_All,60 60 Change_in_Swap_Short_All,62 62 Change_in_M_Money_Long_All,63 63 Change_in_M_Money_Short_All,73 73 Pct_of_OI_Prod_Merc_Long_All,74 74 Pct_of_OI_Prod_Merc_Short_All,75 75 Pct_of_OI_Swap_Long_All,76 76 Pct_of_OI_Swap_Short_All,78 78 Pct_of_OI_M_Money_Long_All,79 79 Pct_of_OI_M_Money_Short_All,120 120 Traders_Tot_All,121 121 Traders_Prod_Merc_Long_All,122 122 Traders_Prod_Merc_Short_All,123 123 Traders_Swap_Long_All,124 124 Traders_Swap_Short_All,126 126 Traders_M_Money_Long_All,127 127 Traders_M_Money_Short_All,AA_Vintage,AA_Clearing Price,AA_Floor Price,AA_Cleared Above Floor,AA_Percent above Floor,AA_BID Ratio,AA_HHI,AA_Allowances Purchased by Compliance Entities,AA_Volume of Allowances-State,AA_Volume of Allowances-Utility,AA_Revenue-State,AA_Maximum,AA_Minimum,AA_Mean,AA_Median,AA_Allowances Offered,AA_Allowances Cleared,Qualified Bidders(Total)_x,AA_Median allowance price,AA_Speculators Allowances Purchased,AA_Compliance Entities Allowances Purchased,AA_Speculator Buy and Hold,CA_Vintage,CA_Clearing Price,CA_Floor Price,CA_Cleared Above Floor,CA_Percent Above Floor,CA_BID Ratio,CA_HHI,CA_Allowances Purchased by Compliance Entities,CA_Volume of Allowances-State,CA_Volume of Allowances-Utility,CA_Maximum,CA_Minimum,CA_Mean,CA_Median,CA_Allowances Offered,CA_Allowances Cleared,Qualified Bidders(Total)_y,CA_Median allowance price,Speculators Allowances purchased,Compliance Entities Allowances Purchased,Speculator Buy and Hold,Front,Benchmark,Auction Floor,Front_Weekly_min,Front_Weekly_max,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2016 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2017 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2018 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2019 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON 21 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON 22 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON VINTAGE 2020 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIFORNIA CARBON ALLOWANCE VINTAGE 2015 - ICE FUTURES ENERGY DIV,CALIF CARBON VINTAGE 2020 - ICE FUTURES ENERGY DIV,CALIF CARBON 22 - ICE FUTURES ENERGY DIV,CALIF CARBON ALLOWANCE V2022 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON 23 - ICE FUTURES ENERGY DIV,CALIF CARBON 23 - ICE FUTURES ENERGY DIV,CALIF CARBON CURRENT AUCTION - ICE FUTURES ENERGY DIV,week_idx
2015-08-11,68.0,24917.0,10865.0,4826.0,0.0,9011.0,0.0,0.0,615.0,225.0,70.0,0.0,75.0,0.0,0.0,43.6,19.4,0.0,36.2,0.0,0.0,29.0,5.0,6.0,0.0,4.0,0.0,0.0,2018.0,12.3,12.1,0.2,0.0165,1.78,1693.0,0.9359999999999999,10431500.0,0.0,128307450.0,18.57,12.1,12.540000000000001,12.709999999999999,10431500.0,10431500.0,84.0,12.36,667616.0,9763884.0,600854.4,2015.0,12.52,12.1,0.42,0.0347,1.28,597.0,0.9520000000000001,53870073.0,19559287.0,45.21,12.1,13.73,12.56,73429360.0,73429360.0,84.0,13.1,3524609.28,69904750.72,3172148.3520000004,12.64,12.72,12.1,12.64,12.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33
2015-08-18,75.0,25243.0,11002.0,4821.0,0.0,9086.0,0.0,0.0,326.0,137.0,-5.0,0.0,75.0,0.0,0.0,43.6,19.1,0.0,36.0,0.0,0.0,30.0,6.0,6.0,0.0,4.0,0.0,0.0,2018.0,12.3,12.1,0.2,0.0165,1.78,1693.0,0.9359999999999999,10431500.0,0.0,128307450.0,18.57,12.1,12.540000000000001,12.709999999999999,10431500.0,10431500.0,84.0,12.36,667616.0,9763884.0,600854.4,2015.0,12.52,12.1,0.42,0.0347,1.28,597.0,0.9520000000000001,53870073.0,19559287.0,45.21,12.1,13.73,12.56,73429360.0,73429360.0,84.0,13.1,3524609.28,69904750.72,3172148.3520000004,12.65,12.745714285714286,12.1,12.65,12.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34
2015-08-25,82.0,24194.0,10893.0,4806.0,0.0,10462.0,0.0,0.0,-1049.0,-109.0,-15.0,0.0,1376.0,0.0,0.0,45.0,19.9,0.0,43.2,0.0,0.0,30.0,6.0,6.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.667142857142858,12.758571428571429,12.1,12.65,12.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35
2015-09-01,89.0,23031.0,10457.0,3921.0,0.0,13177.0,0.0,0.0,-1163.0,-436.0,-885.0,0.0,2715.0,0.0,0.0,45.4,17.0,0.0,57.2,0.0,0.0,27.0,6.0,6.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.685714285714285,12.748571428571427,12.1,12.67,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36
2015-09-08,96.0,25567.0,9093.0,4776.0,0.0,13584.0,0.0,0.0,2536.0,-1364.0,855.0,0.0,407.0,0.0,0.0,35.6,18.7,0.0,53.1,0.0,0.0,28.0,6.0,6.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.635714285714286,12.72,12.1,12.63,12.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37
2015-09-15,103.0,25393.0,9094.0,4826.0,0.0,13769.0,0.0,0.0,-174.0,1.0,50.0,0.0,185.0,0.0,0.0,35.8,19.0,0.0,54.2,0.0,0.0,28.0,6.0,6.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.668571428571429,12.75,12.1,12.66,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38
2015-09-22,110.0,25673.0,8961.0,5406.0,0.0,14070.0,0.0,0.0,280.0,-133.0,580.0,0.0,301.0,0.0,0.0,34.9,21.1,0.0,54.8,0.0,0.0,29.0,6.0,6.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.667142857142858,12.757142857142856,12.1,12.66,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39
2015-09-29,117.0,20645.0,9484.0,3167.0,0.0,11827.0,0.0,0.0,-5028.0,523.0,-2239.0,0.0,-2243.0,0.0,0.0,45.9,15.3,0.0,57.3,0.0,0.0,26.0,6.0,4.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.695714285714287,12.767142857142858,12.1,12.67,12.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40
2015-10-06,124.0,21979.0,10098.0,4142.0,0.0,11827.0,0.0,0.0,1334.0,614.0,975.0,0.0,0.0,0.0,0.0,45.9,18.8,0.0,53.8,0.0,0.0,26.0,6.0,5.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.745714285714286,12.801428571428572,12.1,12.709999999999999,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41
2015-10-13,131.0,23202.0,11011.0,4897.0,0.0,11835.0,0.0,0.0,1223.0,913.0,755.0,0.0,8.0,0.0,0.0,47.5,21.1,0.0,51.0,0.0,0.0,27.0,6.0,5.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.795714285714286,12.855714285714285,12.1,12.78,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42
2015-10-20,138.0,23835.0,11017.0,4849.0,0.0,11856.0,0.0,0.0,633.0,6.0,-48.0,0.0,21.0,0.0,0.0,46.2,20.3,0.0,49.7,0.0,0.0,28.0,6.0,5.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.824285714285713,12.875714285714285,12.1,12.8,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43
2015-10-27,145.0,25185.0,11355.0,5409.0,0.0,11856.0,0.0,0.0,1350.0,338.0,560.0,0.0,0.0,0.0,0.0,45.1,21.5,0.0,47.1,0.0,0.0,29.0,6.0,5.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.83,12.881428571428572,12.1,12.820000000000002,12.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44
2015-11-03,152.0,21197.0,11225.0,2032.0,0.0,14228.0,0.0,0.0,-3988.0,-130.0,-3377.0,0.0,2372.0,0.0,0.0,53.0,9.6,0.0,67.1,0.0,0.0,27.0,6.0,4.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.85,12.882857142857144,12.1,12.85,12.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2015-11-10,159.0,23039.0,12642.0,3505.0,0.0,13943.0,0.0,0.0,1842.0,1417.0,1473.0,0.0,-285.0,0.0,0.0,54.9,15.2,0.0,60.5,0.0,0.0,28.0,6.0,4.0,0.0,4.0,0.0,0.0,2018.0,12.65,12.1,0.55,0.0455,1.32,1454.0,0.9400000000000001,10431500.0,0.0,131958475.0,19.29,12.1,13.15,12.63,10431500.0,10431500.0,88.0,12.929999999999998,625890.0,9805610.0,563301.0,2015.0,12.73,12.1,0.63,0.0521,1.14,619.0,0.893,53905603.0,21207405.0,45.21,12.1,14.05,13.1,75113008.0,75113008.0,88.0,13.1,8037091.856,67075916.14,7233382.6704,12.861428571428572,12.89,12.1,12.85,12.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46
